landmark_0,landmark_1,landmark_2,landmark_3,landmark_4,landmark_5,landmark_6,landmark_7,landmark_8,landmark_9,landmark_10,landmark_11,landmark_12,landmark_13,landmark_14,landmark_15,landmark_16,landmark_17,landmark_18,landmark_19,landmark_20,landmark_21,landmark_22,landmark_23,landmark_24,landmark_25,landmark_26,landmark_27,landmark_28,landmark_29,landmark_30,landmark_31,landmark_32,landmark_33,landmark_34,landmark_35,landmark_36,landmark_37,landmark_38,landmark_39,landmark_40,landmark_41,landmark_42,landmark_43,landmark_44,landmark_45,landmark_46,landmark_47,landmark_48,landmark_49,landmark_50,landmark_51,landmark_52,landmark_53,landmark_54,landmark_55,landmark_56,landmark_57,landmark_58,landmark_59,landmark_60,landmark_61,landmark_62,label
0.4856452941894531,0.7118324637413025,-2.8922696060362796e-07,0.5291159749031067,0.6911677122116089,-0.0032590460032224655,0.5524852871894836,0.6407659649848938,-0.0023638305719941854,0.561927855014801,0.5927919149398804,-0.003452231641858816,0.5626015663146973,0.5547250509262085,-0.0028955137822777033,0.5343576669692993,0.5866103172302246,0.0015342604601755738,0.5436017513275146,0.5389108657836914,-0.010840767994523048,0.5419560074806213,0.5855482220649719,-0.01506935153156519,0.5363513231277466,0.6140278577804565,-0.01527898758649826,0.5128665566444397,0.5827260613441467,-0.0018710328731685877,0.5228853821754456,0.5425692796707153,-0.016208959743380547,0.5213618278503418,0.5993239283561707,-0.018217934295535088,0.5150894522666931,0.621697723865509,-0.016092397272586823,0.490131139755249,0.5841147899627686,-0.0070814331993460655,0.5014349818229675,0.5451105237007141,-0.022912809625267982,0.5019471645355225,0.6025723814964294,-0.016965068876743317,0.4960479438304901,0.6257290244102478,-0.00864050630480051,0.46523675322532654,0.5889995098114014,-0.012360340915620327,0.47878497838974,0.5556303858757019,-0.02166125364601612,0.48355305194854736,0.5939396023750305,-0.014773350208997726,0.4797528088092804,0.6140168905258179,-0.007051193621009588,A
0.4582369923591614,0.7247495055198669,-3.452208545695612e-07,0.5018655061721802,0.7019599080085754,-0.006283327471464872,0.5277289152145386,0.6471949815750122,-0.006277044303715229,0.5374575853347778,0.5909305810928345,-0.007436590269207954,0.539414644241333,0.5497763752937317,-0.006025621201843023,0.5098845362663269,0.5915347337722778,-0.0013402656186372042,0.5146608352661133,0.5367087125778198,-0.016115114092826843,0.5106083750724792,0.5890001654624939,-0.020152950659394264,0.5074894428253174,0.6149758696556091,-0.019879154860973358,0.4859389364719391,0.5888124704360962,-0.003519544843584299,0.4914310574531555,0.5448861718177795,-0.02036719024181366,0.4896545112133026,0.6070296764373779,-0.020812394097447395,0.48685222864151,0.624579131603241,-0.016928257420659065,0.4620319902896881,0.5923261046409607,-0.007997379638254642,0.46784529089927673,0.5502209067344666,-0.026638975366950035,0.46899110078811646,0.6133441925048828,-0.018307175487279892,0.466555655002594,0.6335024237632751,-0.007595349103212357,0.43689975142478943,0.5993150472640991,-0.012744668871164322,0.44536080956459045,0.5627187490463257,-0.02291039004921913,0.4497174620628357,0.606368899345398,-0.014519602991640568,0.44787687063217163,0.6267877221107483,-0.0052682035602629185,A
0.469983845949173,0.7099166512489319,-3.564203439054836e-07,0.5170282125473022,0.6854267716407776,-0.006757995113730431,0.5435885787010193,0.6240805387496948,-0.0065309288911521435,0.5533676743507385,0.5648075342178345,-0.007886573672294617,0.5529446005821228,0.5191560387611389,-0.006867155898362398,0.5217211842536926,0.5637269616127014,0.0013557266211137176,0.5296292901039124,0.510034441947937,-0.014600287191569805,0.5278037190437317,0.5651183128356934,-0.020647918805480003,0.5233501195907593,0.5922998785972595,-0.021622946485877037,0.49674612283706665,0.5607418417930603,-0.0012154714204370975,0.5057269930839539,0.5194297432899475,-0.01853821985423565,0.5049695372581482,0.5846707224845886,-0.02047227881848812,0.49988338351249695,0.6025983095169067,-0.017728488892316818,0.47130846977233887,0.5650020241737366,-0.00651030195876956,0.48162469267845154,0.5255982279777527,-0.026194317266345024,0.4834466874599457,0.5913469791412354,-0.018942316994071007,0.4787350296974182,0.611232340335846,-0.008847018703818321,0.4440948963165283,0.5731003880500793,-0.012119903229176998,0.4571346342563629,0.5374276041984558,-0.023021727800369263,0.46288472414016724,0.5828922390937805,-0.014623981900513172,0.4595019817352295,0.6034730076789856,-0.005337460897862911,A
0.45569899678230286,0.8190544247627258,-4.66085282369022e-07,0.5180322527885437,0.7811270356178284,-0.016245726495981216,0.5609675049781799,0.6717589497566223,-0.018268782645463943,0.5832462310791016,0.5775022506713867,-0.019840557128190994,0.5879130959510803,0.5048319101333618,-0.01598302833735943,0.5341365337371826,0.5752615928649902,-0.009549674578011036,0.5523103475570679,0.5014792680740356,-0.034635815769433975,0.5457861423492432,0.594074547290802,-0.040404610335826874,0.532414436340332,0.6248940825462341,-0.039814990013837814,0.49415916204452515,0.5708886384963989,-0.01169345062226057,0.510352373123169,0.5127412676811218,-0.038833264261484146,0.5073238611221313,0.628235399723053,-0.03944218531250954,0.49534910917282104,0.638179361820221,-0.034163057804107666,0.45315834879875183,0.5798832178115845,-0.017914386466145515,0.46782201528549194,0.5266541242599487,-0.049764394760131836,0.4703686237335205,0.6370434165000916,-0.03631877899169922,0.4604974687099457,0.6484138369560242,-0.01993020996451378,0.41029006242752075,0.5949137210845947,-0.02474549412727356,0.427385538816452,0.546346127986908,-0.04402555897831917,0.4346731901168823,0.6199793815612793,-0.030389780178666115,0.426246702671051,0.6394956707954407,-0.015625858679413795,A
0.4698055684566498,0.7401480078697205,-3.902462424321129e-07,0.5196371078491211,0.7135156393051147,-0.013850591145455837,0.5514988303184509,0.6365511417388916,-0.017070339992642403,0.56404048204422,0.5608338117599487,-0.02014327235519886,0.5627681612968445,0.5026741027832031,-0.019383074715733528,0.5282022953033447,0.5653920769691467,-0.00897157657891512,0.5364222526550293,0.500909149646759,-0.02946493960916996,0.5338034629821777,0.5700201392173767,-0.034868720918893814,0.5273812413215637,0.599408745765686,-0.03465314209461212,0.4981139004230499,0.5639761090278625,-0.009729490615427494,0.5067873001098633,0.5146235823631287,-0.03143727034330368,0.5066323280334473,0.5966479778289795,-0.03130250424146652,0.4998469352722168,0.6106149554252625,-0.026257984340190887,0.4678419530391693,0.5705481767654419,-0.013939905911684036,0.47699370980262756,0.521196186542511,-0.03841765969991684,0.4807591438293457,0.6015551090240479,-0.02755865454673767,0.4746946096420288,0.6184567809104919,-0.014168777503073215,0.43610456585884094,0.5809043645858765,-0.018910441547632217,0.44885432720184326,0.5393879413604736,-0.03319146856665611,0.455908864736557,0.5937011241912842,-0.023041870445013046,0.4511014223098755,0.6132125854492188,-0.011734516359865665,A
0.4238119125366211,0.8720559477806091,-4.964110758010065e-07,0.4906954765319824,0.825934648513794,-0.01765950210392475,0.5352202653884888,0.6993042230606079,-0.018490659072995186,0.553535521030426,0.5865491628646851,-0.01900535821914673,0.5556939840316772,0.5037024021148682,-0.013093002140522003,0.506037712097168,0.5959251523017883,-0.0038489862345159054,0.5152300596237183,0.5038876533508301,-0.031236451119184494,0.5097422003746033,0.6010882258415222,-0.038404397666454315,0.5018092393875122,0.641343891620636,-0.03777483105659485,0.4625740051269531,0.5919002890586853,-0.005169604439288378,0.47003087401390076,0.51670241355896,-0.034339554607868195,0.4726865589618683,0.6367977261543274,-0.03384603559970856,0.46749264001846313,0.659180223941803,-0.025981426239013672,0.4175875782966614,0.6022390723228455,-0.011807752773165703,0.4230426549911499,0.5319082140922546,-0.04571886733174324,0.432172566652298,0.6497158408164978,-0.030876489356160164,0.42866531014442444,0.6759138107299805,-0.011713569052517414,0.37132951617240906,0.6210908889770508,-0.019435035064816475,0.3816269040107727,0.5596679449081421,-0.0397900752723217,0.39166179299354553,0.6382938623428345,-0.02616836130619049,0.3873673379421234,0.6659234166145325,-0.010102075524628162,A
0.4152986705303192,0.960597574710846,-7.499349976569647e-07,0.4945954978466034,0.9152156114578247,-0.031322021037340164,0.5482456684112549,0.7590996623039246,-0.038434948772192,0.5662753582000732,0.6162022352218628,-0.041804734617471695,0.5668997764587402,0.5144861340522766,-0.03621119633316994,0.506068766117096,0.6237055063247681,-0.03096798062324524,0.518150806427002,0.5238828659057617,-0.06871841102838516,0.5124630331993103,0.6609930992126465,-0.07853004336357117,0.5015625953674316,0.6928690671920776,-0.08050473779439926,0.44414547085762024,0.6326088905334473,-0.030164025723934174,0.45946648716926575,0.5592914819717407,-0.06960863620042801,0.4643976092338562,0.7152137756347656,-0.07133539021015167,0.4554041922092438,0.7092699408531189,-0.06658770143985748,0.38915377855300903,0.6543580889701843,-0.03480503335595131,0.4028342068195343,0.5774704813957214,-0.07950284332036972,0.41385966539382935,0.7227663397789001,-0.06112542003393173,0.40570682287216187,0.7222190499305725,-0.04074437916278839,0.3371451199054718,0.6779543161392212,-0.04116096347570419,0.35001683235168457,0.6182742118835449,-0.06761770695447922,0.3660587668418884,0.7188333868980408,-0.04922584816813469,0.3606092035770416,0.7398801445960999,-0.030436495319008827,A
0.4594467878341675,0.7124716639518738,-3.8159990367603314e-07,0.5039966106414795,0.696062445640564,-0.008441022597253323,0.5328951478004456,0.6354007720947266,-0.00873250886797905,0.5431448221206665,0.5729486346244812,-0.009589268825948238,0.5438421368598938,0.5295683741569519,-0.007551426999270916,0.5146908164024353,0.5759234428405762,-0.004156957846134901,0.5195960402488708,0.5180297493934631,-0.020101074129343033,0.5154695510864258,0.5726046562194824,-0.024395020678639412,0.5119778513908386,0.600878119468689,-0.02406550943851471,0.4885260760784149,0.573289155960083,-0.005535972770303488,0.4939762353897095,0.5268203020095825,-0.02399921603500843,0.49239128828048706,0.5927489995956421,-0.024331165477633476,0.48960763216018677,0.6115100383758545,-0.020067710429430008,0.46300819516181946,0.5758919715881348,-0.00943312793970108,0.46926432847976685,0.5311905741691589,-0.029484927654266357,0.4708327353000641,0.5971024036407471,-0.02083500102162361,0.46826857328414917,0.6178535223007202,-0.009743070229887962,0.4361545741558075,0.5815670490264893,-0.013762935996055603,0.44549286365509033,0.5440795421600342,-0.02507501281797886,0.44980934262275696,0.5902035236358643,-0.01681608520448208,0.44749292731285095,0.6108266115188599,-0.0075877089984714985,A
0.4619268476963043,0.7637826204299927,-3.8315121742016345e-07,0.5174660682678223,0.7267439365386963,-0.014688358642160892,0.5532886981964111,0.6354643106460571,-0.016305990517139435,0.5652024745941162,0.5515120029449463,-0.01762518286705017,0.5657418370246887,0.48717403411865234,-0.014441777020692825,0.5279151201248169,0.5551161766052246,-0.004633103031665087,0.5362168550491333,0.48703011870384216,-0.02541489712893963,0.5333124399185181,0.5604841709136963,-0.030840180814266205,0.5265685319900513,0.5936446785926819,-0.03023531660437584,0.4936010241508484,0.5513280630111694,-0.005292298272252083,0.5014815926551819,0.49443161487579346,-0.028473172336816788,0.5028698444366455,0.585527241230011,-0.02926100231707096,0.4966790974140167,0.6077248454093933,-0.023619992658495903,0.4588307738304138,0.5592629313468933,-0.009785388596355915,0.4667629301548004,0.5062836408615112,-0.03634865954518318,0.4727369248867035,0.5956087708473206,-0.025849351659417152,0.46743977069854736,0.6188969016075134,-0.011378067545592785,0.4227878153324127,0.5744665265083313,-0.015001450665295124,0.4360336661338806,0.5292048454284668,-0.031087497249245644,0.4442296624183655,0.5881664752960205,-0.020833928138017654,0.4392179548740387,0.6102156639099121,-0.008328733965754509,A
0.4682716727256775,0.7270137667655945,-3.3991170766967116e-07,0.51407390832901,0.6998487114906311,-0.006559619214385748,0.540099561214447,0.6407094597816467,-0.007145275361835957,0.5515111088752747,0.5816321969032288,-0.009239540435373783,0.5536283254623413,0.5357648134231567,-0.009043275378644466,0.5219869017601013,0.579775869846344,-0.0011040919926017523,0.5292894244194031,0.5243922472000122,-0.016365883871912956,0.5260653495788574,0.5768787264823914,-0.021309493109583855,0.5209951996803284,0.6060184836387634,-0.021663974970579147,0.49736708402633667,0.5763537883758545,-0.0039964038878679276,0.5042460560798645,0.5293922424316406,-0.021251849830150604,0.5027172565460205,0.5951898097991943,-0.02257268689572811,0.49797534942626953,0.6174496412277222,-0.019307876005768776,0.47177639603614807,0.5805964469909668,-0.009260037913918495,0.4795350432395935,0.5370185375213623,-0.02854887582361698,0.4807247221469879,0.6034643650054932,-0.020548781380057335,0.4763679802417755,0.6267573833465576,-0.009937631897628307,0.4442519247531891,0.5894283652305603,-0.014832747168838978,0.45489633083343506,0.5509985089302063,-0.025939105078577995,0.46012839674949646,0.5957711935043335,-0.0175067950040102,0.4572419226169586,0.6174601316452026,-0.008109224028885365,A
